,cast,title,certificate,date added,description,director,duration,episode length,genre,imdb rating,imdb_url,img_src,netflix rating,year
441,"Fernando Solórzano, Carmen Villalobos, Miguel de Miguel, Edgar Vittorino, Tatiana De los Rios, Khris Cifuentes, Matilde Lemaitre",Made in Cartagena ,TV-14,1st July 2015            ,"After his son dies during a botched sunken treasure heist, Harvey seeks revenge against the ringleader, using rising Champeta star Flora as bait.",,1 Season,47min                ,"TV Soaps, TV Programmes, TV Dramas, Crime TV Programmes, TV Action & Adventure, Crime TV Dramas, Spanish-Language TV Shows",7.3/10,http://www.imdb.com/title/tt2381284/,https://art-s.nflximg.net/549e0/2c59e03aef332b97306d9023ca598ff23a3549e0.jpg,2.5/5,2012
442,"Norma Angelica, Odiseo Bichir, Claudia Ramirez, Carlos Cobos, Eduardo España, Victor Hernandez, Mario Zaragoza, Omar Fierro, Francisco Colmenero, Takahiro Murokawa",Made in China ,NR,1st September 2015            ,"His dreams shattered and his restaurant in trouble with the Chinese mob, Marcos hits the road to attend the wedding of his long-ago true love.",Gabriel Guzmán,1hr 33m,,"Dramas, Comedies, International Comedies",http://www.imdb.com/title/tt2296849/,http://www.imdb.com/title/tt2296849/,https://art-s.nflximg.net/49353/6a7a03a9ae9c616df03dbed4fde55ed078149353.jpg,2.6/5,2012
443,Carine Roitfeld,Mademoiselle C ,R,Unknown Date            ,"Cameras roll from day one as Carine Roitfeld, French stylist and former Vogue Paris editor, launches CR, her new fashion magazine.",Fabien Constant,1hr 32m,,"Social & Cultural Documentaries, International Documentaries, Documentaries, International Movies, Biographical Documentaries",5.8/10,http://www.imdb.com/title/tt2506388/,https://art-s.nflximg.net/e52bb/35d61d41c63c87caf4165d843aa6e626d13e52bb.jpg,3.7/5,2013
444,"Aoi Yuki, Christine Marie Cabanos, Chiwa Saito, Cristina Vee, Emiri Katou, Cassandra Lee, Ai Nonaka, Sarah Williams, Eri Kitamura, Lauren Landa",Madoka Magica ,TV-14,Unknown Date            ,"One day, Madoka Kaname has a very magical encounter, one that can change her destiny. This is the beginning of the new story of magical witch girls.",,1 Season,25min                ,"Anime Series, TV Programmes, Anime Fantasies, Anime Dramas, Anime",http://www.imdb.com/title/tt2371802/,http://www.imdb.com/title/tt2371802/,https://art-s.nflximg.net/dde61/61b852151e44fb84ee1f933bc2d4cd0cb83dde61.jpg,4.3/5,2011
445,"Akira Ishida, Tomokazu Sugita, Takahiro Sakurai, Katsuyuki Konishi, Keiji Fujiwara, Daisuke Ono, Takehito Koyasu, Hiroki Touchi, Yoko Hikasa, Ai Kayano",Magi: Adventure of Sinbad ,TV-14,14th July 2016            ,The Magi who became High King of the Seven Seas started as a boy determined to make the world a better place. He begins with a dangerous dungeon.,,1 Season,24min                ,"TV Programmes, Anime Action Films, Anime",,,https://art-s.nflximg.net/5b01b/21870211e208ed2a7c8d3d49ed1b6dcac615b01b.jpg,4.5/5,2016
446,"Haruka Tomatsu, Cristina Vee, Kaori Ishihara, Erica Mendez, Yuuki Kaji, Erik Scott Kimerer",Magi: The Kingdom of Magic ,TV-14,18th December 2014            ,"After their recent victories in battle, Aladdin leaves the others to study magic but soon finds himself caught up in a new adventure.",,1 Season,24min                ,"Anime Series, TV Programmes, Anime Fantasies, Anime, Anime Action Films",8.2/10,http://www.imdb.com/title/tt3444614/,https://art-s.nflximg.net/dfce6/e6015b3fdd90b2eb2c69f3772ed7f40284cdfce6.jpg,4.5/5,2013
447,"Haruka Tomatsu, Cristina Vee, Kaori Ishihara, Erica Mendez, Yuuki Kaji, Erik Scott Kimerer",Magi: The Labyrinth of Magic ,TV-14,1st November 2014            ,A land of mysterious ruins and a magical treasure hunt await young Aladdin and his courageous friend Alibaba for the adventure of their lives.,,1 Season,24min                ,"Anime Series, TV Programmes, Anime Fantasies, Anime, Anime Action Films",http://www.imdb.com/title/tt2935524/,http://www.imdb.com/title/tt2935524/,https://art-s.nflximg.net/b874a/edfc467e65b09d7b66b7062ebd0c9f7523cb874a.jpg,4.4/5,2012
448,"Jeffrey Dean Morgan, Olga Kurylenko, Steven Strait, Jessica Marais, Christian Cooke, Elena Satine, Danny Huston, Dominik Garcia-Lorido, Yul Vasquez, Michael Rispoli, Matt Ross, John Cenatiempo, Karen-Eileen Gordon, Kelly Lynch, Todd Allen Durkin, Taylor Blackwell, Taylor Anthony Miller, Ricky Waugh, Chad Gall, Alain Alvarez, Scott Getz",Magic City ,TV-MA,1st February 2015            ,"Ike Evans is a king in Miami thanks to his hotel, which hosts celebrities of all types. But things change when Castro's rebels take over Cuba in 1959.",,2 Seasons,55min                ,"Social Issue Dramas, TV Programmes, TV Dramas, Crime TV Programmes, Crime TV Dramas",7.6/10,http://www.imdb.com/title/tt1832045/,https://art-s.nflximg.net/57925/ed445e0ca116434f36043064963520cc62b57925.jpg,4/5,2013
449,"Nestor Serrano, J.R. Villarreal, Dominik Garcia-Lorido, Natalie Martinez, Andres Dominguez",Magic City Memoirs ,NR,1st November 2015            ,"Three friends at a private Miami high school anticipate bright futures and enjoy a lavish lifestyle, until one night awakens them to a harsh reality.",Aaron J. Salgado,1hr 40m,,"Independent Dramas, Dramas, Independent Films",6.9/10,http://www.imdb.com/title/tt1466058/,https://art-s.nflximg.net/3835f/f5c8aa92563276590cb7e7eedee7dbf77193835f.jpg,3.2/5,2015
450,"Kyle Christensen, Clarissa Humm, Lisa Kent, Gerald Owens",The Magic Crystal ,TV-G,Unknown Date            ,"A powerful crystal that helps Santa deliver all his gifts in one night disappears, and without it, this year's holiday is doomed.",Antti Haikala,1hr 16m,,"Films for ages 5 to 7, Family Adventures, Scandinavian Films, Family Features, Family Sci-Fi & Fantasy, Films for ages 11 to 12, Films for ages 8 to 10, Family Feature Animation, Children & Family Films, Family Comedies, Comedies",4/10,http://www.imdb.com/title/tt0986361/,https://art-s.nflximg.net/3471f/164533c5cc3de1f052d2c5ddfb8803d3c1f3471f.jpg,3.5/5,2013
451,"Morgan Freeman, Virginia Madsen, Madeline Carroll, Emma Fuhrmann, Nicolette Pierini, Kenan Thompson, Fred Willard, Ash Christian, Kevin Pollack, Jessica Hecht, Boyd Holbrook, Debargo Sanyal",The Magic of Belle Isle ,PG,Unknown Date            ,A burned-out author finds his creative passion renewed when he moves to quaint Belle Isle and befriends a single mother and her three daughters.,Rob Reiner,1hr 49m,,"Dramas, Comedies",7/10,http://www.imdb.com/title/tt1839654/,https://art-s.nflximg.net/ac502/355c713318e724aa48135ce751d99a5708aac502.jpg,4.2/5,2012
452,, ,NR,1st December 2014            ,Take a captivating ride through nearly 150 years of entertaining history of the world's largest family-controlled brewer.,Michael John Warren,1hr 23m,,Documentaries,6.7/10,http://www.imdb.com/title/tt3384890/,https://art-s.nflximg.net/7d60a/bdcb07b7ffb1050f34451114d6552d138e57d60a.jpg,3.3/5,2014
453,"Lily Tomlin, Daniel DeSanto, Erica Luttrell, Maia Filar, Tara Meyer, Lisa Yamanaka, Stuart Stone, Malcolm-Jamal Warner",The Magic School Bus ,TV-Y,Unknown Date            ,"Join Ms. Frizzle as the Magic School Bus travels to outer space, under the sea, through an anthill -- and even inside the human body!",,4 Seasons,25min                ,"TV Programmes, TV Cartoons, Kids' TV for ages 5 to 7, Education & Guidance, Kids' TV",8/10,http://www.imdb.com/title/tt0108847/,https://art-s.nflximg.net/fe685/58b6b486d219d657121fc7167b97aace905fe685.jpg,3.8/5,1997
454,"Alexis Tomassian, Jean-Claude Donda, Vincent Grass, Benoît Allemane, Pascal Sellem, Nathan Simony, Céline Melloul, Evelyne Grandjean, Kylian Trouillard, Alice Révérend",Magic Snowflake ,TV-Y,20th December 2015            ,Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy -- and Christmas itself.,Luc Vinciguerra,1hr 13m,,"Children & Family Films, Festive Favourites, Holiday Family Favorites",6.6/10,http://www.imdb.com/title/tt3332410/,https://art-s.nflximg.net/bcc9f/12f59c677429843a5f69159573e0d96c1e5bcc9f.jpg,3.5/5,2013
455,"José Sacristán, Elisabet Gelabert, Luis Bermejo, Bárbara Lennie, Lucía Pollán, Israel Elejalde, Marisol Membrillo",Magical Girl ,NR,1st June 2016            ,"A father desperate to find the money to fulfill his dying daughter's greatest wish is drawn into a surreal world of sex, blackmail and retribution.",Carlos Vermut,2hr 1m,,"Dramas, Film Noir, International Dramas",7.2/10,http://www.imdb.com/title/tt3089326/,https://art-s.nflximg.net/391ab/8fee99298c687c49623977b8b0423b7bcb7391ab.jpg,2.1/5,2014
456,"Lisa Grossmann, Debbie Ramos, Christina Jopling, Camila Carrasco, Ulises Otero",The Magical Tales of Plim Plim ,TV-Y,1st December 2015            ,"Young clown Plim Plim uses songs and stories to encourage his many friends to develop positive habits, respect for others and healthy imaginations.",,1 Season,43min                ,"TV Programmes, Kids' TV, Kids' TV for ages 0 to 2",,,https://art-s.nflximg.net/f0b1f/dc07bf989b900517724075ea0816b3e38c2f0b1f.jpg,2.1/5,2014
457,"Al Carbee, Jeremy Workman",Magical Universe ,NR,12th May 2015            ,"This documentary explores the world of endearing octogenarian Al Carbee, who spends his time photographing intricate dioramas featuring Barbie dolls.",Jeremy Workman,1hr 16m,,"Documentaries, Biographical Documentaries",7.5/10,http://www.imdb.com/title/tt2266781/,https://art-s.nflximg.net/c3c9b/2aeee3298deb1a9dfcc384464d2493c2609c3c9b.jpg,3.3/5,2013
458,"Faisal Khan, Roshni Walia, Shakti Anand, Rajshree Thakur, Jannat Zubair Rahmani",Maharana Pratap ,TV-PG,15th October 2015            ,A brave and noble 16th-century king rises above other contenders for the crown to become a patriotic hero and protect his kingdom from invaders.,,1 Season,33min                ,"TV Programmes, TV Action & Adventure, TV Dramas",8.5/10,http://www.imdb.com/title/tt0213834/,https://art-s.nflximg.net/c06e6/34fa716c95be3dac96a8a2ac4d01f08d15bc06e6.jpg,2.9/5,2013
459,"Jennifer Lopez, Ralph Fiennes, Natasha Richardson, Stanley Tucci, Tyler Posey, Frances Conroy, Chris Eigeman, Amy Sedaris, Marissa Matrone, Priscilla Lopez, Bob Hoskins",Maid in Manhattan ,PG-13,Unknown Date            ,Sparks fly when a chambermaid and a rising politician literally collide at a posh New York City hotel. The only problem? He assumes she's a guest.,Wayne Wang,1hr 45m,,"Romantic Favourites, Romantic Comedies, Comedies, Romantic Films",5/10,http://www.imdb.com/title/tt0252076/,https://art-s.nflximg.net/de6ce/54d7c68d5494110231c460691076e729480de6ce.jpg,3.2/5,2002
460,,Maidan ,NR,12th May 2015            ,"Follow the uprising that began in Ukraine in 2013, which started as a peaceful political protest but ended months later in violent bloodshed.",Sergei Loznitsa,2hr 8m,,"Social & Cultural Documentaries, Historical Documentaries, International Documentaries, International Movies, Documentaries, Political Documentaries",6.6/10,http://www.imdb.com/title/tt3675486/,https://art-s.nflximg.net/0f833/4bdc69e250ee42d8b06fa65154195724f9e0f833.jpg,2.5/5,2014
461,"Randeep Hooda, Alexx O'Nell, Tisca Chopra, Richa Chadda, Adil Hussain",Main Aur Charles ,NR,1st January 2016            ,The story of notorious serial killer Charles Sobhraj is told through the eyes of the Indian police official who handled the case.,Prawaal Raman,2hr 1m,,"Dramas, Crime Dramas, International Dramas",6.3/10,http://www.imdb.com/title/tt4024944/,https://art-s.nflximg.net/71037/16675676e50bfae540a5acf8dba8f80ecdd71037.jpg,2.5/5,2015
462,"Salman Khan, Bhagyashree, Alok Nath, Rajeev Verma, Reema Lagoo, Ajit Vachani, Harish Patel, Deep Dhillon, Pervin Dastur, Mohnish Bahl",Maine Pyar Kiya ,NR,15th March 2015            ,"When Prem, the son of a wealthy businessman, and Suman, the daughter of a struggling engineer, fall in love, their parents and friends question Suman's motives, and Prem must prove he can support her on his own.",Sooraj R. Barjatya,3hr 4m,,"Bollywood Films, International Movies, Musicals, Romantic Films",7.6/10,http://www.imdb.com/title/tt0100095/,https://art-s.nflximg.net/0f9eb/1a40dcc2d082345b9ee28f3b0c7535f9f8a0f9eb.jpg,3.6/5,1989
463,"Tom Berenger, Corbin Bernsen, James Gammon, Charlie Sheen, Rene Russo, Margaret Whitton, Charles Cyphers, Dennis Haysbert, Chelcie Ross, Wesley Snipes, Bob Uecker",Major League ,R,3rd November 2015            ,"With a roster of misfit players, a baseball team owner is banking on a losing season but underestimates the motley crew's will to succeed.",David S. Ward,1hr 46m,,"Late Night Comedies, Sports Comedies, Comedies",7.2/10,http://www.imdb.com/title/tt0097815/,https://art-s.nflximg.net/e75b0/eb1f3e3e6774b1124da5c4d9f662eae2956e75b0.jpg,3.7/5,1989
464,"Siphiwe Fangase, Hiroki Hara, Bill Koch, Krystyn Lambert, Derek McKee, Nkumbuzo Nkonyana, Chris Angel, Lance Burton, Jeff McBride",Make Believe ,TV-PG,17th December 2015            ,This look at the lives of teen magicians follows six hopefuls as they vie for the title of Teen World Champion at the World Magic Seminar.,Clay Tweel,1hr 31m,,"Films for ages 8 to 10, Children & Family Films, Films for ages 11 to 12",7.1/10,http://www.imdb.com/title/tt1538833/,https://art-s.nflximg.net/17492/b7b2b9ecfcf12e53e5ba1812bf2f1b7b7d217492.jpg,3.7/5,2010
465,,Making a Murderer ,TV-14,18th December 2015            ,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",,1 Season,8hr 05min                ,"TV Programmes, TV Documentaries, Crime TV Programmes",8.9/10,http://www.imdb.com/title/tt5189670/,https://art-s.nflximg.net/7ee9a/06f178365ecb651dd156d4d3402cb5453b47ee9a.jpg,4.5/5,2015
466,"Lydia Wilson, Joanna Lumley, Linus Roache, James D'Arcy, Hasina Haque, Maggie Fox, Sarah Ridgeway, Souad Faress",The Making of a Lady ,TV-PG,1st January 2015            ,"After accepting a proposal from her employer's widowed nephew, a mild-mannered lady's companion finds herself part of a family she can't quite trust.",Richard Curson Smith,1hr 26m,,"Dramas based on a book, British Films, Crime Dramas, Dramas based on classic literature, Dramas",6.7/10,http://www.imdb.com/title/tt2293276/,https://art-s.nflximg.net/e4883/e52ad83fa41285275f9057460031f20b2a8e4883.jpg,3.8/5,2012
467,David Attenborough,The Making of Frozen Planet ,TV-PG,28th January 2016            ,Documentary crew members brave Earth's most frigid regions to capture the majesty and mystery found in the chillier side of the animal kingdom.,,1 Season,10min                ,"TV Programmes, TV Documentaries, British TV Programmes",,,https://art-s.nflximg.net/0a213/e28fdcd3ed7b22abe2d9ea49419a969550a0a213.jpg,4.1/5,2012
468,"Ku Jin, Wan Lee, Mu-Yeol Kim, Chung-Ah Lee, Lee Hyun Woo, Cheon Min-hee",N.L.L.: Yeonpyeong Haejeon ,TV-14,19th December 2015            ,"In 2002, North and South Korean patrol boats are poised for battle in the politically sensitive Yellow Sea while South Korea is hosting the World Cup.",Kim Hak-soon,2hr 10m,,"Dramas based on a book, Dramas, International Dramas",6.5/10,http://www.imdb.com/title/tt4696222/,https://art-s.nflximg.net/bbfd8/da1ee868a52f5d92e3b8e26172abab0a15dbbfd8.jpg,3.9/5,2015
469,"Salman Shahid, Javed Sheikh, Fahad Mustafa, Urwa Tul Wusqa, Mohsan Abbas Haider, Kubra Khan, Nayyar Ejaz, Irfan Motiwala, Masood Khan",Na Maloom Afraad ,NR,3rd January 2016            ,"Jobless and about to lose their home, a group of friends devises an illegal insurance scheme, financed with money borrowed from a local mobster.",Nabeel Qureshi,2hr 21m,,"Action & Adventure, Action Comedies, International Action & Adventure",8/10,http://www.imdb.com/title/tt3801252/,https://art-s.nflximg.net/35c88/932c0c24ee6cd412b2b75a9e50c294f9a8435c88.jpg,2.8/5,2014
470,"Richard Grieco, Tawny Kitaen, Jeneta St. Clair, Erika Jordan, Catherine Annette",Naked After Midnight ,NR,1st March 2015            ,"When an exotic dancer is murdered at a seedy strip club, her sister goes undercover to find the killer and exact revenge.",Fred Olen Ray,1hr 25m,,"Crime Thrillers, Mysteries, Steamy Thrillers, Thrillers",2.4/10,http://www.imdb.com/title/tt2797190/,https://art-s.nflximg.net/1b0f8/94c5e0f435db8f3c72533301efb22d0f0171b0f8.jpg,2.4/5,2014
471,"Joanna Angel, Grand Maitre de Valmont, Jenna Jameson, Jesse Jane, Sunny Lane, Mary Carey",Naked Ambition: An R-Rated Look at an X-Rated Industry ,R,Unknown Date            ,Celebrity shutterbug Michael Grecco journeys to Las Vegas to capture behind-the-scenes action at the American porn industry's premier trade show.,Michael Grecco,1hr 20m,,"Social & Cultural Documentaries, Documentaries",4.9/10,http://www.imdb.com/title/tt1404702/,https://art-s.nflximg.net/86d71/02b8e93a6f16e95fb69198ef8a9658542ee86d71.jpg,2.9/5,2009
472,"Peter Schneider, Florian Stetter, Sylvester Groth, Rainer Bock, Sabin Tambrea, Robert Gallinowski, Thorsten Merten, Torsten Michaelis, Rafael Stachowiak",Naked Among Wolves ,NR,15th November 2015            ,"When an orphan boy is smuggled into a concentration camp, he is protected by the prisoners, but the camp's Nazi guards soon learn of his presence.",Philipp Kadelbach,1hr 41m,,"Dramas based on a book, Dramas, International Dramas",7.3/10,http://www.imdb.com/title/tt0056271/,https://art-s.nflximg.net/092bc/42d55e77073daf2fad9bf540c4d1116ed77092bc.jpg,4.2/5,2015
473,"Ben Weaver, Karmine Alers, S. Lue McWilliams, Ryan Vigilant, Sturgis Adams, John Challice",Naked As We Came ,NR,1st November 2014            ,"When two siblings visit their gravely ill mother and find her being cared for by a handsome young stranger, it's just the first of several surprises.",Richard LeMay,1hr 26m,,"Gay & Lesbian Films, Dramas, Gay & Lesbian Dramas, Independent Films, Independent Dramas",6.2/10,http://www.imdb.com/title/tt1754257/,https://art-s.nflximg.net/1b300/9cc06b71fe0cf0bd4046302ced5e70ecb6e1b300.jpg,3.4/5,2013
