,cast,title,certificate,date added,description,director,duration,episode length,genre,imdb rating,imdb_url,img_src,netflix rating,year
391,"Edward Herrmann, Bernard Fisher, Siddhartha Mukherjee, Lori Wilson",Ken Burns: Cancer: The Emperor of All Maladies ,TV-PG,3rd October 2015            ,This historical examination of cancer spans from ancient times to the present with stories of patients and a look at advances that may lead to a cure.,Barak Goodman,1 Season,8hr 51min                ,"TV Programmes, TV Documentaries, Science & Technology TV Documentaries",8.4/10,http://www.imdb.com/title/tt4383082/,https://art-s.nflximg.net/637a9/522119186fd82140f1ccf68bb68a39ba24e637a9.jpg,4.1/5,2015
392,,Ken Burns: The Roosevelts: An Intimate History ,TV-PG,10th November 2015            ,"Award-winning documentarian Burns profiles three members of one of America's premier political families: Theodore, Franklin and Eleanor Roosevelt.",Ken Burns,1 Season,8hr 52min                ,"TV Programmes, TV Documentaries, Political TV Documentaries",8.9/10,http://www.imdb.com/title/tt3400010/,https://art-s.nflximg.net/bdadd/2f985d8b3a0aa42ae112121a2d6c4839daabdadd.jpg,4.4/5,2014
393,"Amy Sedaris, Noah Reid, Jordan Hinson, Matthew Owen Murray, Punam Patel, Paige Spara",Kevin from Work ,TV-14,25th April 2016            ,"At Superior Foods and Beverages, hapless, lovelorn Kevin and his oddball co-workers juggle job demands with doomed romances and interoffice intrigues.",,1 Season,22min                ,"TV Programmes, Sitcoms, TV Comedies",6.6/10,http://www.imdb.com/title/tt4334446/,https://art-s.nflximg.net/983d8/d19ec9c6d32ab61028c094a1e064ac4fa00983d8.jpg,3.8/5,2015
394,Keith Robinson,Kevin Hart Presents Keith Robinson: Back of the Bus Funny ,TV-MA,1st May 2016            ,"In his first one-hour special, confrontational comedian Keith Robinson weighs in on politics, parenting and the perils of getting older.",Leslie Small,1hr 7m,,"Comedies, African-American Stand-up Comedy, Stand-up Comedy",6.8/10,http://www.imdb.com/title/tt3765378/,https://art-s.nflximg.net/745a1/e5b861b5068743d45caf06b448885333eed745a1.jpg,3.3/5,2015
395,LilRel Howery,Kevin Hart Presents Lil Rel: RELevent ,TV-MA,1st May 2016            ,"Chicago native Lil Rel Howery riffs on public transportation, a bad cab ride, living in a ghetto apartment, divorce, his dad's tall tales and more.",,1hr 2m,,"Comedies, African-American Stand-up Comedy, Stand-up Comedy",6.2/10,http://www.imdb.com/title/tt4613910/,https://art-s.nflximg.net/84676/e321210606caeec348f6b6272664dfa623f84676.jpg,3.6/5,2015
396,"Jennifer Beals, Leisha Hailey, Laurel Holloman, Mia Kirshner, Katherine Moennig, Pam Grier, Rachel Shelley, Daniela Sea, Erin Daniels, Marlee Matlin",The L Word ,TV-MA,Unknown Date            ,This trailblazing series follows the tangled lives and ever-changing relationships among a close-knit group of lesbians who call Los Angeles home.,,6 Seasons,52min                ,"Gay & Lesbian TV Programmes, TV Programmes, TV Dramas",7.6/10,http://www.imdb.com/title/tt0330251/,https://art-s.nflximg.net/1042a/233d9d8ef559b97b1fefd7396e0020a65ff1042a.jpg,3.6/5,2009
397,"Judith Godrèche, Audrey Tautou, Romain Duris, Cécile De France, Cristina Brondo, Kelly Reilly, Kevin Bishop, Federico D'Anna, Christian Pagh, Barnaby Metschurat",L'Auberge Espagnole ,R,3rd June 2016            ,"When a Frenchman signs on to become an exchange student in Spain so he can land a coveted job, his new roommates help him discover how to enjoy life.",Cédric Klapisch,2hr 2m,,"Romantic Comedies, Comedies, International Comedies",7.3/10,http://www.imdb.com/title/tt0283900/,https://art-s.nflximg.net/f1113/2e450d1c0dd870611c6dcafb0d5b63d0622f1113.jpg,3.7/5,2002
398,"Jonathan Patrick Moore, Joe Dinicol, Andra Fuller, Cassie Steele, Jewel Staite, Chelan Simmons, Benjamin Charles Watson, Dayle McLeod, Michael Levinson, Georgina Reilly, Jarod Joseph",The L.A. Complex ,TV-14,Unknown Date            ,A group of twenty-something performers living in the same Los Angeles apartment complex pursue their dreams of Hollywood success.,,2 Seasons,41min                ,"TV Programmes, TV Dramas",7.3/10,http://www.imdb.com/title/tt1794147/,https://art-s.nflximg.net/ccc9e/ca67f12c91fdcb6c199add6301be79db5f8ccc9e.jpg,3.9/5,2012
399,"Joe Manganiello, Randy Ricks, Ruben Riguero",La Bare ,R,12th November 2014            ,"""Magic Mike"" star Joe Manganiello profiles a Dallas male strip club where elaborate choreography and showmanship are demanded of every performer.",Joe Manganiello,1hr 31m,,"Social & Cultural Documentaries, Documentaries, Biographical Documentaries",6.1/10,http://www.imdb.com/title/tt3385398/,https://art-s.nflximg.net/1c24d/4f1106f1fd13438a4fc56be2c1ccd3a2b1a1c24d.jpg,3.2/5,2014
400,"Daniel Lugo, Miguel Varoni, Catherine Siachoque, Gabriel Porras, Maritza Rodriguez, David Chocarro, Felicia Mercado, Karla Monroig, Jorge Luis Pila, Ximena Duque, Henry Zakka",La Casa de al Lado ,TV-14,3rd October 2015            ,"Two well-heeled families living side by side become ensnared in a duplicitous, ever-deepening web of money, power, sex and murder.",,1 Season,49min                ,"TV Programmes, Crime TV Programmes, Spanish-Language TV Shows",7.2/10,http://www.imdb.com/title/tt1920029/,https://art-s.nflximg.net/97afc/b950e4e5d844b2251efd7eb8f55607ae05097afc.jpg,2.8/5,2011
401,"Mathieu Amalric, Léa Drucker, Stéphanie Cléau, Laurent Poitrenaux, Serge Bozon, Blutch, Mona Jaffart, Véronique Alain, Paul Kramer, Olivier Mauvezin",La chambre bleue ,R,19th May 2015            ,"A married businessman carries on an affair that grows in intensity, culminating in a mysterious crime that turns his life upside down.",,1hr 15m,,"International Thrillers, Dramas based on a book, Courtroom Dramas, Crime Dramas, Crime Thrillers, International Dramas, Mysteries, Dramas, International Movies, French Films, Thrillers",http://www.imdb.com/title/tt1105754/,http://www.imdb.com/title/tt1105754/,https://art-s.nflximg.net/442a6/a2cddaf03a06ec678741d866985e1d1c87b442a6.jpg,2.7/5,2014
402,"Miguel Perez, Eugenio Derbez, Consuelo Duval, Regina Blandón, Luis Manuel Ávila, Barbara Torres, Pierre Angelo, Dalilah Polanco",La Familia P. Luche ,TV-14,11th July 2016            ,"This irreverent sitcom featues Ludovico, Federica and their three children Bibi, Junior and Ludoviquito, living in Ciudad P. Luche.",,3 Seasons,22min                ,"TV Programmes, TV Comedies, Spanish-Language TV Shows",8.1/10,http://www.imdb.com/title/tt1244672/,https://art-s.nflximg.net/4cd4c/8b9aa6ee0617779cc390a069d2b8630beed4cd4c.jpg,4/5,2012
403,"Elizabeth Alvarez, José José, Jaime Camil, Juan Soler, Paty Navidad, Angélica Vale, Angelica Maria, Nora Salinas, Sergio Mayer, Niurka Marcos",La Fea más Bella ,TV-14,12th May 2016            ,Bright but plain-looking Lety gets a job at a fashion company run by a womanizing CEO. Will she finally get the recognition she deserves?,,1 Season,43min                ,"TV Programmes, TV Comedies, Spanish-Language TV Shows",,,https://art-s.nflximg.net/2ac99/a7a1dd8f1aab06e1643f0329e3e9f1af5d52ac99.jpg,3.7/5,2006
404,"Héctor García, Diego Cadavid, Óscar Borda, Carolina Gómez, Carolina Guerra, Elkin Díaz, Luis Eduardo Arango",La Lectora ,NR,1st May 2016            ,A German-language student is kidnapped by the henchman of a slain crime boss to interpret a journal's clues to the location of a mysterious suitcase.,Riccardo Gabrielli R.,1hr 35m,,"Action & Adventure, Action Thrillers, International Action & Adventure",6/10,http://www.imdb.com/title/tt2349721/,https://art-s.nflximg.net/f8339/0f10b024badffbc90a31e5aee218f02575bf8339.jpg,2.6/5,2012
405,"Jesús Ochoa, Martha Higareda, Ofelia Medina, Fabrizio Santini, Rafael Inclán, Andrés Bustamante, Pierre Angelo",La Leyenda de la Nahuala ,PG,3rd October 2015            ,"Leo, who lives in fear of La Nahuala, a witch from his brother Nando's stories, must summon his courage when Nando himself falls under her curse.",Ricardo Arnaiz,1hr 24m,,"Films for ages 8 to 10, Children & Family Films, Films for ages 11 to 12",6.3/10,http://www.imdb.com/title/tt1003009/,https://art-s.nflximg.net/4fc2a/32832159ac938e5722468c82ad43e056a944fc2a.jpg,4/5,2007
406,"Antonino Bruschetta, Claudio Gioè, Cristiana Capotondi, Pierfrancesco Diliberto, Ginevra Antona, Alex Bisconti, Domenico Centamore, Maurizio Marchetti",La mafia uccide solo d'estate ,NR,23rd August 2015            ,"Between the 1970s and 1980s, as the Mafia terrorizes his homeland with bombs and killings, young, love-struck Sicilian Arturo grows to manhood.",Pierfrancesco Diliberto,1hr 29m,,"Spoofs & Satires, Comedies, International Comedies",7.2/10,http://www.imdb.com/title/tt3374966/,https://art-s.nflximg.net/12677/3ddb46ddff7241364f65f1294853e24608612677.jpg,3.3/5,2015
407,"Christian Meier, Bruno Bichir, Bárbara Mori, Beto Cuevas, Manolo Cardona, Gaby Espino, Angélica Aragón",La Mujer de Mi Hermano ,R,11th May 2016            ,"When a sensuous woman realizes that she no longer feels any passion for her husband, her ardor finds an outlet in his free-spirited younger brother.",Ricardo de Montreuil,1hr 30m,,"Dramas based on a book, Dramas, International Dramas",6.2/10,http://www.imdb.com/title/tt0463345/,https://art-s.nflximg.net/f32b3/50d779f3ca902b1306207c38eeb30d769fcf32b3.jpg,3.4/5,2005
408,"Aracely Arambula, Jorge Luis Pila, Christian Bach, Gonzalo Garcia Vivanco, Alexandra De La Mora, Erika de la Rosa, Christian de la Campa, Aldo Gallardo",La Patrona ,NR,30th June 2015            ,"Ambitious, sultry Antonia Guerra becomes the most powerful person in town when her mine owner husband dies after walking in on her and another man.",,1 Season,55min                ,"TV Soaps, TV Programmes, TV Dramas, Spanish-Language TV Shows",8/10,http://www.imdb.com/title/tt2585808/,https://art-s.nflximg.net/042a5/5fc0fca1650474ecba56c0285b19ce09edb042a5.jpg,3.6/5,2013
409,"Lilo De La Vega, Andres Sandoval, Julián Román, Natalia Duran, Juliana Robledo, Luis Eduardo Arango, Katherine Porto, Javier Delgiudice, Natalia Ramírez, Alejandro Aguilar",La Prepago ,TV-MA,15th May 2015            ,A woman living a double life -- as a university student from a traditional family and as a high-class escort -- soon finds the two worlds colliding.,"Rodrigo Lalinde, Juan Felipe Cano",1 Season,49min                ,"TV Programmes, TV Dramas, Crime TV Programmes, Crime TV Dramas, Spanish-Language TV Shows",8.1/10,http://www.imdb.com/title/tt2199866/,https://art-s.nflximg.net/927e7/a1ec3f255e53419e012fa0d00202234f953927e7.jpg,3.6/5,2013
410,"Aislinn Derbez, Nicole Santamaria, Julieth Restrepo, Luis Roberto Guzmán, Patricia Castañeda, Adriana Romero, Juan Sebastián Calero, Christian Tappán, Noëlle Schonwald, Brian Moreno, Jorge Armando Soto",La Promesa ,TV-MA,1st July 2015            ,"Deceived by promises of a better life, three young women are sold into prostitution and must risk their lives and those of their families to escape.",,1 Season,44min                ,"TV Soaps, TV Programmes, TV Dramas, Crime TV Programmes, Crime TV Dramas, Spanish-Language TV Shows",6.3/10,http://www.imdb.com/title/tt0414413/,https://art-s.nflximg.net/56423/0c4d78cec72d31313d7b4866f5eb4e64c8556423.jpg,3.7/5,2012
411,"Humberto Zurita, Kate del Castillo, Rafael Amaya, Alberto Jimenez, Dagoberto Gama, Sara Maldonado, Gabriel Porras, Salvador Zerboni, Iván Sánchez, Cristina Urgel, Miguel de Miguel, Nerea Garmendia",La Reina del Sur ,TV-14,30th June 2015            ,"This compelling show tells the story of the legendary Teresa Mendoza, a courageous woman who is perceived as conquering the world of drug trafficking.",,1 Season,45min                ,"TV Programmes, TV Dramas, Crime TV Programmes, Crime TV Dramas, Spanish-Language TV Shows",8.3/10,http://www.imdb.com/title/tt1704637/,https://art-s.nflximg.net/0310e/cefee845f5d706c9150f89641ba7329bbe50310e.jpg,4.2/5,2011
412,"Aleyda Gallardo, Milia Nader, Diego Lara, Sandra Itzel, Francisco Avendaño, Marisol del Olmo, Gerardo Murguía, Roxana Saucedo, Emmanuel Orenday, Maru Dueñas",La Rosa de Guadalupe ,TV-PG,11th July 2016            ,"This series responds to the need to believe in miracles, dreams, love stories and happy endings, with positive characters.",,1 Season,41min                ,"TV Programmes, TV Dramas, Spanish-Language TV Shows",3.3/10,http://www.imdb.com/title/tt1192302/,https://art-s.nflximg.net/51925/ef4dfde362f125849cc4f07556fb6aa471051925.jpg,3.4/5,2008
413,"Juan José Campanella, Juan Pablo Gamboa, Carla Giraldo, Dolorès Heredia, Julian Pastor, Carolina Guerra, Viviana Ramirez Serna, Carlos Athié",La Ruta Blanca ,TV-14,1st July 2015            ,"The lives of four strangers -- a peasant, a congresswoman, a drug lord and an actor -- intersect tragically on the harsh road of the cocaine trade.",,1 Season,8hr 02min                ,"TV Programmes, TV Dramas, Crime TV Programmes, Crime TV Dramas, Spanish-Language TV Shows",8/10,http://www.imdb.com/title/tt2342644/,https://art-s.nflximg.net/8707b/44f48db3251b0afdbb5b0d2579271ccbf608707b.jpg,2.5/5,2012
414,"Fabrizio Rongione, Christelle Prot Landmann, Ludovico Succio, Arianna Nastro",LA SAPIENZA ,NR,18th August 2015            ,A married couple who've gradually grown apart find themselves reenergized by a pair of young siblings they meet while visiting Italy.,Eugène Green,1hr 44m,,"International Dramas, Dramas, International Movies, Independent Films, French Films, Independent Dramas",6.5/10,http://www.imdb.com/title/tt3182590/,https://art-s.nflximg.net/3be49/c92a1af000b15033e44ea71b36c16ab84363be49.jpg,2.5/5,2014
415,"Jacqueline Arenal, Christian Tappán, Andrés Parra, Laura Perico, María Cecilia Botero, Alberto Saavedra",La Suegra ,TV-PG,1st August 2015            ,"When she loses her job as a TV personality in the United States, Victoria returns to Colombia to rebuild her life and win back her true love.",,1 Season,48min                ,"TV Soaps, TV Programmes, TV Comedies, Spanish-Language TV Shows",http://www.imdb.com/title/tt3701578/,http://www.imdb.com/title/tt3701578/,https://art-s.nflximg.net/7bfed/ee6da432d656868236e302bad53cb23f9867bfed.jpg,2.3/5,2014
416,"Gabriela Spanic, Fernando Colunga, Libertad Lamarque, Chantal Andere, Arturo Peniche, Juan Pablo Gamboa, Marcelo Buquet, Paty Diaz, Jessica Jurado, Dominika Paleta, Alejandro Ruiz",La Usurpadora ,TV-PG,13th July 2016            ,Two women who meet by chance are surprised by how much they resemble each other and set out to find out if they're sisters.,,1 Season,44min                ,"TV Programmes, TV Dramas, Spanish-Language TV Shows",8/10,http://www.imdb.com/title/tt0211878/,https://art-s.nflximg.net/f4753/e6fa9244821f074f3db47549e2c83a706d4f4753.jpg,3.9/5,1998
417,"Ramiro Meneses, Ana Serradilla, Juan Pablo Gamboa, Julián Román, Luis Alfredo Velasco, Eileen Moreno, Margarita Reyes, Alexander Gil",La Viuda Negra ,TV-14,1st December 2015            ,"Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.",,1 Season,43min                ,"TV Programmes, Crime TV Programmes, Spanish-Language TV Shows",8/10,http://www.imdb.com/title/tt3275706/,https://art-s.nflximg.net/f1e51/8027ba7a627c6bb4100dfcb21b0e5e272dbf1e51.jpg,3.8/5,2014
418,"Hal Sparks, Maile Flanagan, Billy Unger, Tyrel Jackson Williams, Kelli Berglund, Spencer Boldman",Lab Rats ,TV-Y7,15th February 2015            ,"When high schooler Leo moves into his stepfather's home, he's surprised to learn he has three stepsiblings -- each with bionic powers.",,4 Seasons,23min                ,"TV Programmes, Kids' TV, Kids' TV for ages 11 to 12",6.6/10,http://www.imdb.com/title/tt1991564/,https://art-s.nflximg.net/9d9e9/48e6c2f6d2a46692614269ba1489c0c35b89d9e9.jpg,4.2/5,2016
419,"Mary Kay Place, Ed Begley Jr., Ana Gasteyer, Fred Melamed, Maria Bamford, Lennon Parham, Jon Cryer, Mira Sorvino, Dean Cain, Ólafur Darri Ólafsson, Sarah Silverman, Patton Oswalt, Brandon Routh, Mo Collins, June Diane Raphael, Tig Notaro, Adam Pally, Jenny Slate, Bridget Everett, Keith Lucas, Kenny Lucas",Lady Dynamite ,TV-MA,20th May 2016            ,Comedian Maria Bamford stars in a series inspired by her own life. It's the sometimes surreal story of a woman who loses -- and then finds -- her s**t.,,1 Season,35min                ,"Mockumentaries, TV Programmes, TV Comedies",7.9/10,http://www.imdb.com/title/tt4789300/,https://art-s.nflximg.net/d7576/0e05e27a55416f27e65a1d7901be277bfcdd7576.jpg,3.5/5,2016
420,Alice Herz-Sommer,The Lady in Number 6: Music Saved My Life ,NR,Unknown Date            ,Czech pianist and holocaust survivor Alice Herz-Sommer describes how music enabled her to survive one of the darkest chapters in human history.,Malcolm Clarke,38m,,"Social & Cultural Documentaries, Documentaries",7.9/10,http://www.imdb.com/title/tt2924484/,https://art-s.nflximg.net/a5b54/bb2c4de52f44ecffb8fb282c32133a22374a5b54.jpg,4.3/5,2013
421,"Elio Germano, Thierry Hancisse, Benjamin Biolay, Freya Mavor, Stacy Martin, Sandrine Laroche, Vera Van Dooren, Édouard Giard",The Lady in the Car with Glasses and a Gun ,NR,12th May 2016            ,"When a woman takes her boss's car on a seaside joyride, locals in a town she's never been to claim to know her, and a dead body turns up in the trunk.",Joann Sfar,1hr 35m,,"Psychological Thrillers, Thrillers, International Thrillers",5.4/10,http://www.imdb.com/title/tt4159182/,https://art-s.nflximg.net/9aa18/07edd1109235fdeba0ddb71d339dce9d3d99aa18.jpg,2.5/5,2015
422,Kristin Beck,Lady Valor: The Kristin Beck Story ,NR,13th March 2015            ,"An intimate look at Kristin Beck, who started life as Christopher, a U.S. Navy SEAL, and is now courageously embracing her true identity as a woman.","Mark Herzog, Sandrine Orabona",1hr 24m,,"Social & Cultural Documentaries, Documentaries, Biographical Documentaries",7.5/10,http://www.imdb.com/title/tt3499084/,https://art-s.nflximg.net/392c4/35e6f5a4ec524bcf73b4a2bf07c6adf2ae3392c4.jpg,3.6/5,2014
423,"Ernesto Benjumea, Majida Issa, Natalia Reyes, Viña Machado, Michelle Orozco, Carlos Mariño, Fabio Restrepo, Juan Pablo Barragán, José María Vargas, Alberto Cardeño","Lady, la vendedora de rosas ",TV-14,1st July 2016            ,"This series tells the life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.",,1 Season,47min                ,"TV Programmes, TV Dramas, Spanish-Language TV Shows",7.9/10,http://www.imdb.com/title/tt5049938/,https://art-s.nflximg.net/1c228/73b588645fe859e78e298fd5c14cc8599da1c228.jpg,4.1/5,2015
424,"Monalisa Chinda, Uche Jumbo, Daniella Okeke, Alex Ekubo",Lagos Cougars ,NR,10th April 2015            ,Three corporate women in their forties embark on the adventure of their lives in a quest to find love -- or simply explore their wildest fantasies.,Desmond Elliot,1hr 45m,,"Romantic Dramas, International Comedies, International Dramas, Dramas, African Films, International Movies, Romantic Comedies, Romantic Films, Comedies",,,https://art-s.nflximg.net/8bb8b/10268586fca6aa39b8155a4f11fa7f367d98bb8b.jpg,3.2/5,2013
425,"Kaori Ishihara, Kira Buckland, Asami Seto, Michelle Ruff, Ai Kayano, Karen Strassman",Lagrange: The Flower of Rin-ne ,TV-MA,7th May 2015            ,"Friendly schoolgirl Madoka is contacted by Lan, a resident of the planet Le Garite, who seeks her help in saving humanity from a monstrous evil.",,2 Seasons,23min                ,"Anime Series, Anime Sci-Fi Films, TV Programmes, Alien Sci-Fi, Anime, Anime Action Films",6.3/10,http://www.imdb.com/title/tt2176885/,https://art-s.nflximg.net/641d8/94252a9a84380f2c6896066e47bae2a8bf3641d8.jpg,3.9/5,2012
426,"Graeme Blundell, Abe Forsythe, Allison Bell, Toby Truslove, Celia Pacquola",Laid ,TV-14,1st November 2015            ,"Startled to realize that her former lovers are dying in unusual ways, a market researcher tries to unravel the cause and save her remaining exes.",,2 Seasons,25min                ,"TV Programmes, Sitcoms, TV Comedies",7.3/10,http://www.imdb.com/title/tt1695583/,https://art-s.nflximg.net/e3d7f/42f2de89e4d1c94407c01d7fb2fa96e27ade3d7f.jpg,3.4/5,2012
427,,Lakefront Bargain Hunt ,TV-G,1st April 2016            ,Families who want to buy a lakeside vacation home without breaking the bank turn to specialists who help them find their ideal waterfront getaways.,,1 Season,21min                ,"TV Programmes, Reality TV",7.4/10,http://www.imdb.com/title/tt4154452/,https://art-s.nflximg.net/6bd16/59d8914493c6200e04c6c6f2f3d68e58afe6bd16.jpg,3.6/5,2014
428,"Jordan Elizabeth Anderson, Gabrielle Ann Davis, Emma Duke, Cascadas Lucia Fuller, Greer Hunt, Lauren Ladoceur, Marcella Lafreniere, Tate Mcrae, Selia Sangra, Calista Schmidt",Lala-Oopsies: A Sew Magical Tale ,TV-Y,Unknown Date            ,"Join the whimsical Lala-Oopsies princess ballerinas, fairies and mermaids as they embark on a fantastical journey to save their precious homes.",Cynthia Petrovic,45m,,"Films for ages 5 to 7, Children & Family Films",5.9/10,http://www.imdb.com/title/tt3164318/,https://art-s.nflximg.net/1e8a1/f1e71449282b6eccc8fe3d06018a240fbb91e8a1.jpg,3.4/5,2013
429,"Malia Ashley Kerr, Zoe Marlett, Selia Sangra, Calista Schmidt",Lalaloopsy Babies: First Steps ,TV-Y,1st March 2015            ,The Lalaloopsy girls take a trip down memory lane after finding a scrapbook plastered with pictures from when they were babies.,Roy Allen Smith,45m,,"Films for ages 5 to 7, Children & Family Films, Films for ages 2 to 4",http://www.imdb.com/title/tt4119436/,http://www.imdb.com/title/tt4119436/,https://art-s.nflximg.net/ef45e/76453461eec443bd072a06a963931d1ef57ef45e.jpg,3.4/5,2014
430,"Cherami Leigh, Olivia Charles, Kira Buckland, Shelby Lindley, Julyza Commodore, Rachelle Heger, Cassandra Morris, Stephanie Sheh, Erica Mendez, Janice Roman Roku",Lalaloopsy Girls: Welcome to L.A.L.A. Prep School ,TV-Y,16th January 2016            ,The Lalaloopsy girls are all grown up -- and headed for L.A.L.A. Prep School! The friends discover their new school is super cool -- and so much fun!,"Chris Boren, Devon Kliger",45m,,"Children & Family Films, Films for ages 2 to 4, Films for ages 0 to 2",8.5/10,http://www.imdb.com/title/tt4076274/,https://art-s.nflximg.net/3680e/0808bf906ee7d2aa3a5e7e54a54c6262e483680e.jpg,3.5/5,2014
431,"Joanna Burchacki, Olivia Duke, Jessica Hilbrecht, Malia Ashley Kerr, Griffin Kingston, Tate Mcrae, Aida Mcvea, Anna Quick, Selia Sangra, Sofia Tchernetsky",Lalaloopsy Ponies: The Big Show ,TV-G,Unknown Date            ,"The ponies are eager to put on a show, but first they have to rebuild their caravan. It's all about teamwork -- as well as lots of laughter and fun.","Karl Willems, Virginia Ruth Moningka",45m,,"Films for ages 5 to 7, Animal Tales, Children & Family Films, Films for ages 2 to 4",6/10,http://www.imdb.com/title/tt3658362/,https://art-s.nflximg.net/30ce3/b60a899a8edab89771e187cb95f2d133f3630ce3.jpg,3.4/5,2014
432,"Snoop Dogg, Mike Epps, Luenell, Teairra Mari, Wiz Khalifa, Derek Kane, Mystikal, Andy Milonakis, Paul Iacono, Teni Panosian",Mac & Devin Go to High School ,R,23rd April 2016            ,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",Dylan C. Brown,1hr 15m,,"Late Night Comedies, Comedies",4.5/10,http://www.imdb.com/title/tt1870425/,https://art-s.nflximg.net/6e72d/b9d8eedf15e12007ec5bb903385f1a1d03a6e72d.jpg,3.6/5,2012
433,"Dana Elcar, Richard Dean Anderson",MacGyver ,TV-PG,8th July 2016            ,"Using brains, finesse and a lot of duct tape, a former special ops agent brings down corrupt dictators and other bad guys in this classic action show.",,7 Seasons,48min                ,"TV Programmes, TV Action & Adventure",7.7/10,http://www.imdb.com/title/tt0088559/,https://art-s.nflximg.net/5cd0a/86427a60272aa20980b8bba62fa83a553505cd0a.jpg,3.8/5,1991
434,"Toby Stephens, Caity Lotz, Denis Lawson, Sam Hazeldine, Lee Nicholas Harris, Sule Rimi, Stuart Matthews, Helen Griffin, Ben McGregor, Pooneh Hajimohammadi",The Machine ,NR,Unknown Date            ,"During a cold war, Britain's Ministry of Defence steals the first-ever self-aware cyborg and trains it to become a brutal fighting machine.",Caradog James,1hr 30m,,"Independent Thrillers, Sci-Fi & Fantasy, Sci-Fi Thrillers, British Films, Independent Films, Thrillers",6.1/10,http://www.imdb.com/title/tt2317225/,https://art-s.nflximg.net/aa2bc/b73f3b1fe61b0bbbb18d7e6360fc5009a99aa2bc.jpg,3.5/5,2013
435,"Christian Bale, Michael Ironside, Jennifer Jason Leigh, Aitana Sánchez-Gijón, Lawrence Gilliard Jr., John Sharian, Anna Massey, Colin Stinton, Reg E. Cathey, Craig Stevenson, Matthew Romero, Robert Long",The Machinist ,R,4th May 2016            ,"When cryptic notes pop up in Trevor's apartment and he has visions nobody else can see, is it reality -- or insomnia-induced mania?",Brad Anderson,1hr 41m,,"Psychological Thrillers, Dramas, Thrillers",7.7/10,http://www.imdb.com/title/tt0361862/,https://art-s.nflximg.net/e9e32/fc1a131d218c93878998f8172767b591c84e9e32.jpg,3.6/5,2004
436,"Mercy Johnson, Nuella Njubigbo, Uche Odoputa, Ruth Kadiri, Uche Ebere Agu",Mad Couple ,NR,10th April 2015            ,A pregnant and uneducated girl grows dangerously resentful when her best friend gets the opportunity to leave their small village and study medicine.,Tchidi Chikere,1hr 14m,,"International Dramas, Dramas, African Films, International Movies",,,https://art-s.nflximg.net/cec1d/7fa577bca905e99c046e5c09bce1c6beb51cec1d.jpg,3.1/5,2014
437,"Mercy Johnson, Nuella Njubigbo, Uche Odoputa",Mad Couple 2 ,NR,10th April 2015            ,"Distraught over her best friend's decision to leave their village and become a doctor, a pregnant girl commits a shocking act.",Tchidi Chikere,1hr 15m,,"International Dramas, Dramas, African Films, International Movies",,,https://art-s.nflximg.net/f4253/7df7aa9e0a8f12c7923a1b6c9018ac55e38f4253.jpg,3.1/5,2014
438,"Nick Pawlow, Jordu Schell, Jay Kushwara, Michael Townsend Wright, Anthony Kelly, Happy Goldsplatt, Ron Roccia, Fred Pomerleau, Joe Amodei, Nicholas Kitsopoulos",Mad Ron's Prevues from Hell ,NR,Unknown Date            ,"This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride.",Jim Monaco,1hr 23m,,"B-Horror Films, Horror Films, Supernatural Horror Films, Cult Horror Films, Cult Films",6.2/10,http://www.imdb.com/title/tt0093465/,https://art-s.nflximg.net/313e2/670e2e8c9e0a602b76ee0aa69de58edc1af313e2.jpg,2.7/5,1987
439,"Tim Daly, Téa Leoni, Bebe Neuwirth, Zeljko Ivanek, Erich Bergen, Patina Miller, Geoffrey Arend, Kathrine Herzer, Wallis Currie-Wood, Evan Roe",Madam Secretary ,TV-14,4th September 2015            ,"When a highly capable woman becomes secretary of state, she struggles to find balance between the demands of world politics and those of her family.",,2 Seasons,45min                ,"TV Programmes, TV Dramas",7.5/10,http://www.imdb.com/title/tt3501074/,https://art-s.nflximg.net/cbcdf/7ee87edc38afc274ad4ebb7839ca78883bdcbcdf.jpg,4.3/5,2016
440,"Paul Giamatti, Rhys Ifans, Logan Marshall-Green, Mia Wasikowska, Ezra Miller, Laura Carmichael, Olivier Gourmet, Henry Lloyd-Hughes",Madame Bovary ,R,18th September 2015            ,"Emma Bovary's passions overwhelm her vows of marriage when the dashing Marquis d'Andervilliers steals her heart, ultimately leading her to ruin.",Sophie Barthes,1hr 58m,,"Dramas based on a book, Dramas, British Films",5.7/10,http://www.imdb.com/title/tt2334733/,https://art-s.nflximg.net/58a95/2b0458e081e9ea5a49af96841cd575fcc5158a95.jpg,3.1/5,2014
